AD.06,3039162
AD.05,3039676
AD.04,3040131
AD.03,3040684
AD.02,3041203
AD.07,3041566
AD.08,3338529
AE.07,290595
AE.05,291075
AE.03,292224
AE.06,292673
AE.04,292879
AE.02,292933
AE.01,292969
AF.28,1121143
AF.27,1121863
AF.26,1123230
AF.33,1127106
AF.32,1127766
AF.40,1131054
AF.29,1131256
AF.36,1131257
AF.39,1131461
AF.19,1131821
AF.18,1132366
AF.17,1134561
AF.35,1135022
AF.24,1135690
AF.34,1135702
AF.14,1138255
AF.23,1138335
AF.13,1138957
AF.31,1139049
AF.11,1140025
AF.10,1140043
AF.09,1141103
AF.08,1141268
AF.07,1142226
AF.06,1142263
AF.05,1147239
AF.30,1147288
AF.03,1147537
AF.02,1147707
AF.01,1147745
AF.37,1444362
AF.38,1444363
AF.41,6957553
AF.42,6957555
AG.08,3576015
AG.07,3576016
AG.06,3576017
AG.05,3576018
AG.04,3576023
AG.03,3576024
AG.09,3576037
AG.01,3576390
AI.11205389,11205389
AI.11205392,11205392
AI.11205393,11205393
AI.11205396,11205396
AI.11205433,11205433
AI.11205436,11205436
AI.11205437,11205437
AI.11205438,11205438
AI.11205439,11205439
AI.11205440,11205440
AI.11205441,11205441
AI.11205442,11205442
AI.11205443,11205443
AI.11205444,11205444
AL.40,865730
AL.41,865731
AL.43,865732
AL.45,865733
AL.46,865734
AL.47,865735
AL.42,3344947
AL.44,3344948
AL.48,3344949
AL.49,3344950
AL.50,3344951
AL.51,3344952
AM.02,409313
AM.08,409314
AM.10,409315
AM.11,616051
AM.01,828259
AM.03,828260
AM.04,828261
AM.05,828262
AM.06,828263
AM.07,828264
AM.09,828265
AO.18,145701
AO.17,145702
AO.14,875996
AO.04,876337
AO.16,2236355
AO.15,2236566
AO.12,2239858
AO.20,2240444
AO.05,2241660
AO.03,2243266
AO.19,2243598
AO.13,3347016
AO.09,3348303
AO.08,3348310
AO.07,3349096
AO.06,3349234
AO.02,3351640
AO.01,3351660
AR.14,3430657
AR.09,3433896
AR.07,3433955
AR.08,3434137
AR.06,3435214
AR.01,3435907
AR.24,3833578
AR.23,3834450
AR.22,3835868
AR.21,3836276
AR.20,3836350
AR.19,3837029
AR.18,3837152
AR.17,3838231
AR.16,3838830
AR.15,3843122
AR.13,3844419
AR.12,3848949
AR.11,3849574
AR.10,3853404
AR.05,3860255
AR.04,3861244
AR.03,3861887
AR.02,3862286
AS.050,5880873
AS.040,5881199
AS.010,5881219
AS.020,5881436
AS.030,7309441
AT.09,2761367
AT.08,2762300
AT.07,2763586
AT.06,2764581
AT.05,2766823
AT.04,2769848
AT.03,2770542
AT.02,2774686
AT.01,2781194
AU.08,2058645
AU.05,2061327
AU.03,2064513
AU.07,2145234
AU.06,2147291
AU.04,2152274
AU.02,2155400
AU.01,2177478
AX.211,9611689
AX.212,9611692
AX.213,9611694
AZ.12,146879
AZ.69,146900
AZ.66,146962
AZ.55,147163
AZ.49,147269
AZ.46,147284
AZ.45,147287
AZ.13,147310
AZ.36,147422
AZ.35,147435
AZ.32,147551
AZ.31,147610
AZ.29,147613
AZ.28,147626
AZ.43,147694
AZ.24,147983
AZ.18,148107
AZ.14,148140
AZ.15,148155
AZ.08,148442
AZ.64,148449
AZ.02,148615
AZ.03,148617
AZ.07,409417
AZ.30,409418
AZ.56,409419
AZ.57,409420
AZ.61,409421
AZ.65,409423
AZ.71,584583
AZ.70,584604
AZ.67,584650
AZ.37,584742
AZ.59,584783
AZ.58,584861
AZ.50,585030
AZ.47,585031
AZ.51,585059
AZ.27,585686
AZ.38,585738
AZ.44,585749
AZ.42,585786
AZ.62,585967
AZ.60,586001
AZ.26,586047
AZ.40,586087
AZ.21,586112
AZ.39,586290
AZ.25,586320
AZ.22,586482
AZ.17,586725
AZ.16,586771
AZ.10,587010
AZ.11,587056
AZ.09,587081
AZ.01,587245
AZ.06,587342
AZ.04,587376
AZ.19,627535
AZ.05,828297
AZ.20,828298
AZ.33,828299
AZ.34,828300
AZ.41,828301
AZ.52,828302
AZ.48,828303
AZ.53,828304
AZ.54,828305
AZ.63,828306
AZ.68,828307
AZ.23,828315
AZ.75,8411069
BA.01,3229999
BA.02,3230000
BA.BRC,3294903
BB.11,3373551
BB.10,3373553
BB.09,3373554
BB.08,3373557
BB.07,3373565
BB.06,3373568
BB.05,3373569
BB.04,3373570
BB.03,3373572
BB.02,3373580
BB.01,3373988
BD.83,1337166
BD.81,1337179
BD.84,1337200
BD.82,1337210
BD.85,1337229
BD.86,1477362
BD.87,7671048
BD.H,11287936
BE.BRU,2800867
BE.WAL,3337387
BE.VLG,3337388
BF.01,6930701
BF.02,6930703
BF.03,6930704
BF.04,6930705
BF.05,6930706
BF.06,6930707
BF.07,6930708
BF.08,6930709
BF.09,6930710
BF.10,6930711
BF.11,6930712
BF.12,6930713
BF.13,6930714
BG.52,453751
BG.47,453753
BG.64,725713
BG.61,726051
BG.40,726419
BG.58,727012
BG.53,727524
BG.51,728194
BG.50,728204
BG.49,728331
BG.48,728379
BG.46,729560
BG.43,730436
BG.42,731061
BG.39,732771
BG.38,733192
BG.41,864552
BG.44,864553
BG.45,864554
BG.54,864555
BG.55,864556
BG.56,864557
BG.57,864558
BG.59,864559
BG.60,864560
BG.62,864561
BG.63,864562
BG.65,864563
BH.15,290333
BH.16,7090954
BH.17,7090972
BH.18,7090973
BH.19,7090974
BI.17,422233
BI.10,423327
BI.22,425550
BI.13,426271
BI.21,426699
BI.11,427700
BI.14,428218
BI.09,428514
BI.12,430020
BI.19,430567
BI.15,430951
BI.18,431747
BI.16,432455
BI.20,434147
BI.23,434386
BI.24,7303939
BI.25,7303940
BI.26,11184798
BJ.18,2390719
BJ.16,2392325
BJ.15,2392716
BJ.10,2394992
BJ.09,2395504
BJ.08,2395524
BJ.07,2597271
BJ.11,2597272
BJ.12,2597273
BJ.13,2597274
BJ.14,2597275
BJ.17,2597277
BM.11,3572972
BM.10,3573026
BM.09,3573031
BM.08,3573050
BM.07,3573057
BM.06,3573062
BM.05,3573095
BM.04,3573103
BM.02,3573195
BM.03,3573198
BM.01,3573251
BN.04,1820068
BN.03,1820106
BN.02,1820818
BN.01,1820869
BO.09,3903319
BO.08,3904907
BO.07,3907580
BO.06,3908600
BO.05,3909233
BO.04,3911924
BO.02,3919966
BO.01,3920177
BO.03,3923172
BQ.BO,7609816
BQ.SB,7610358
BQ.SE,7610359
BR.22,3390290
BR.20,3392213
BR.30,3392268
BR.17,3393098
BR.16,3393129
BR.13,3395443
BR.06,3402362
BR.03,3407762
BR.02,3408096
BR.28,3447799
BR.27,3448433
BR.26,3450387
BR.23,3451133
BR.21,3451189
BR.18,3455077
BR.15,3457153
BR.11,3457415
BR.14,3457419
BR.29,3462372
BR.07,3463504
BR.08,3463930
BR.05,3471168
BR.31,3474575
BR.25,3662560
BR.04,3665361
BR.01,3665474
BR.24,3924825
BS.35,3571493
BS.18,3571629
BS.32,3571809
BS.23,3571815
BS.16,3571894
BS.15,3572005
BS.13,3572154
BS.22,3572238
BS.25,3572374
BS.10,3572427
BS.06,3572678
BS.05,3572807
BS.24,3572937
BS.36,8030541
BS.37,8030542
BS.38,8030543
BS.39,8030544
BS.40,8030545
BS.41,8030546
BS.42,8030547
BS.43,8030548
BS.44,8030549
BS.45,8030550
BS.46,8030551
BS.47,8030552
BS.48,8030553
BS.49,8030554
BS.50,8030555
BS.51,8030556
BS.52,8030557
BS.53,8030558
BS.54,8030559
BT.05,1337278
BT.06,1337279
BT.08,1337280
BT.07,1337281
BT.09,1337282
BT.10,1337283
BT.11,1337284
BT.12,1337285
BT.13,1337286
BT.14,1337287
BT.15,1337288
BT.16,1337289
BT.17,1337290
BT.18,1337291
BT.19,1337292
BT.20,1337293
BT.21,1337294
BT.22,1337295
BT.23,7303651
BT.24,7303653
BW.10,933043
BW.09,933044
BW.08,933210
BW.11,933230
BW.06,933562
BW.05,933654
BW.04,933657
BW.03,933758
BW.01,933851
BY.07,620134
BY.06,625073
BY.05,625142
BY.04,625143
BY.03,628035
BY.02,628281
BY.01,629631
BZ.06,3580913
BZ.05,3580975
BZ.04,3581511
BZ.03,3582302
BZ.02,3582429
BZ.01,3582676
CA.01,5883102
CA.02,5909050
CA.03,6065171
CA.04,6087430
CA.13,6091069
CA.07,6091530
CA.14,6091732
CA.08,6093943
CA.09,6113358
CA.10,6115047
CA.11,6141242
CA.12,6185811
CA.05,6354959
CD.31,204697
CD.30,204704
CD.29,205253
CD.12,205413
CD.27,205828
CD.11,206938
CD.25,208741
CD.10,209610
CD.23,210596
CD.04,214138
CD.18,214140
CD.17,215709
CD.16,216140
CD.15,216141
CD.02,216661
CD.13,219402
CD.22,922727
CD.24,2313191
CD.20,2313847
CD.19,2313860
CD.06,2314300
CD.08,2317277
CD.14,11288213
CD.21,11288214
CD.26,11288215
CD.28,11288216
CF.14,236178
CF.11,236887
CF.08,237556
CF.05,238639
CF.03,238640
CF.02,240396
CF.01,240591
CF.16,2383204
CF.13,2383650
CF.12,2383653
CF.17,2383765
CF.09,2384205
CF.07,2385105
CF.06,2385836
CF.04,2386161
CF.15,2386243
CF.18,2596686
CG.10,2255329
CG.11,2255404
CG.08,2255422
CG.07,2256175
CG.06,2258431
CG.05,2258534
CG.04,2258738
CG.13,2260487
CG.01,2260668
CG.12,2572183
CG.14,2593118
CG.7280295,7280295
CH.ZH,2657895
CH.ZG,2657907
CH.VD,2658182
CH.VS,2658205
CH.UR,2658226
CH.TI,2658370
CH.TG,2658372
CH.SO,2658563
CH.SZ,2658664
CH.SH,2658760
CH.SG,2658821
CH.OW,2659315
CH.NW,2659471
CH.NE,2659495
CH.LU,2659810
CH.JU,2660207
CH.GR,2660522
CH.GL,2660593
CH.GE,2660645
CH.FR,2660717
CH.BE,2661551
CH.BS,2661602
CH.BL,2661603
CH.AR,2661739
CH.AI,2661741
CH.AG,2661876
CI.98,10629377
CI.76,11153052
CI.94,11153053
CI.77,11153054
CI.95,11153055
CI.81,11153056
CI.82,11153057
CI.78,11153058
CI.96,11153059
CI.87,11153060
CI.90,11153061
CI.97,11153062
CI.92,11153063
CI.93,11153151
CL.01,3868621
CL.15,3870116
CL.12,3873544
CL.11,3880306
CL.14,3881974
CL.08,3883281
CL.07,3893623
CL.06,3898380
CL.05,3899191
CL.04,3899463
CL.03,3899537
CL.02,3900333
CL.10,4036650
CL.16,6693562
CL.17,6693563
CM.09,2221788
CM.14,2221789
CM.08,2222934
CM.07,2223602
CM.13,2223603
CM.05,2229336
CM.12,2231755
CM.04,2231835
CM.11,2233376
CM.10,2236015
CN.14,1279685
CN.06,1280239
CN.13,1529047
CN.02,1784764
CN.29,1785694
CN.28,1792943
CN.32,1794299
CN.24,1795912
CN.23,1796231
CN.25,1796328
CN.26,1796480
CN.21,1799355
CN.03,1806222
CN.04,1806260
CN.11,1806691
CN.12,1806949
CN.09,1808520
CN.10,1808773
CN.31,1809054
CN.18,1809445
CN.16,1809867
CN.30,1809935
CN.15,1810676
CN.07,1811017
CN.33,1814905
CN.01,1818058
CN.20,2035607
CN.19,2036115
CN.05,2036500
CN.08,2036965
CN.22,2038349
CO.31,3666082
CO.30,3666254
CO.29,3666313
CO.28,3666951
CO.27,3667725
CO.26,3668578
CO.25,3670205
CO.24,3670698
CO.23,3671087
CO.22,3671178
CO.21,3673798
CO.20,3674021
CO.19,3674810
CO.38,3675686
CO.17,3678847
CO.16,3680692
CO.14,3681344
CO.15,3681652
CO.33,3685413
CO.12,3685889
CO.11,3686431
CO.10,3686880
CO.09,3687029
CO.32,3687173
CO.08,3687479
CO.37,3687951
CO.36,3688536
CO.35,3688650
CO.34,3688685
CO.04,3689436
CO.03,3689717
CO.02,3689815
CO.01,3689982
CR.08,3621837
CR.07,3622226
CR.06,3623064
CR.04,3623484
CR.03,3623582
CR.02,3624368
CR.01,3624953
CU.16,3534168
CU.15,3536725
CU.14,3540665
CU.01,3544088
CU.03,3547394
CU.13,3550595
CU.04,3556608
CU.12,3556965
CU.10,3557685
CU.09,3558052
CU.02,3564073
CU.08,3564120
CU.07,3564175
CU.05,3566062
CU.AR,7668824
CU.MA,7668827
CV.20,3374161
CV.11,3374198
CV.15,3374226
CV.08,3374249
CV.07,3374274
CV.14,3374332
CV.05,3374391
CV.04,3374487
CV.02,3374832
CV.01,3374855
CV.13,3411924
CV.16,3411925
CV.17,3411926
CV.18,3411927
CV.19,3411928
CV.21,7602868
CV.22,7602869
CV.24,7602870
CV.26,7602871
CV.27,7602872
CV.25,7602873
CV.23,7603281
CY.06,146213
CY.04,146267
CY.05,146383
CY.03,146398
CY.02,146411
CY.01,146615
CZ.52,3067695
CZ.78,3339536
CZ.79,3339537
CZ.80,3339538
CZ.81,3339539
CZ.82,3339540
CZ.83,3339541
CZ.84,3339542
CZ.85,3339573
CZ.86,3339574
CZ.87,3339575
CZ.88,3339576
CZ.89,3339577
CZ.90,3339578
DE.15,2822542
DE.10,2838632
DE.14,2842565
DE.13,2842566
DE.09,2842635
DE.08,2847618
DE.07,2861876
DE.06,2862926
DE.12,2872567
DE.05,2905330
DE.04,2911297
DE.03,2944387
DE.11,2945356
DE.16,2950157
DE.02,2951839
DE.01,2953481
DJ.05,220781
DJ.04,221525
DJ.07,223818
DJ.06,223889
DJ.01,225282
DJ.08,449265
DK.17,6418538
DK.18,6418539
DK.19,6418540
DK.20,6418541
DK.21,6418542
DM.11,3575618
DM.10,3575619
DM.09,3575620
DM.08,3575621
DM.07,3575622
DM.06,3575625
DM.05,3575626
DM.04,3575628
DM.03,3575630
DM.02,3575632
DO.27,3492112
DO.26,3492912
